id	rate
04	94
05	8
06	4502
08	323
09	41
11	515
13	118
15	583
17	583
18	60
22	154
27	59
28	10
30	21
35	52
38	0
40	4
42	175
47	58
51	160
72	235
10	7
54	1
55	40
56	7
01	11
02	20
12	1272
16	27
20	5
24	111
34	360
37	107
45	44
53	298
50	36
49	97
19	16
21	12
23	39
25	647
26	51
29	38
31	8
32	106
33	16
36	7594
39	42
41	190
44	33
46	2
48	498
