id	rate
04	16
05	0
06	1029
08	36
09	16
11	205
13	24
15	86
17	133
18	3
22	26
27	9
28	2
30	1
35	17
38	0
40	3
42	42
47	16
51	69
72	40
10	2
54	0
55	9
56	0
01	1
02	4
12	345
16	10
20	0
24	43
34	105
37	23
45	5
53	69
50	8
49	15
19	2
21	5
23	9
25	206
26	8
29	12
31	1
32	36
33	7
36	1800
39	4
41	50
44	14
46	0
48	73
