id	rate
04	2
05	0
06	76
08	7
09	0
11	34
13	7
15	15
17	11
18	0
22	4
27	1
28	0
30	0
35	6
38	0
40	1
42	5
47	0
51	5
72	1
10	0
54	0
55	0
56	0
01	0
02	0
12	14
16	4
20	0
24	4
34	5
37	0
45	0
53	6
50	0
49	1
19	0
21	0
23	0
25	16
26	0
29	0
31	0
32	1
33	0
36	224
39	1
41	5
44	2
46	0
48	14
