id	rate
04	3
05	0
06	322
08	10
09	8
11	153
13	13
15	32
17	50
18	1
22	5
27	2
28	0
30	0
35	8
38	0
40	1
42	18
47	1
51	49
72	5
10	0
54	0
55	3
56	0
01	0
02	0
12	83
16	4
20	0
24	37
34	34
37	1
45	2
53	12
50	0
49	2
19	0
21	0
23	1
25	137
26	0
29	0
31	0
32	10
33	1
36	662
39	2
41	15
44	8
46	0
48	27
