id	rate
04	0
05	0
06	49
08	4
09	0
11	9
13	0
15	13
17	6
18	0
22	3
27	1
28	0
30	0
35	6
38	0
40	1
42	0
47	0
51	4
72	0
10	0
54	0
55	0
56	0
01	0
02	0
12	8
16	4
20	0
24	2
34	2
37	0
45	0
53	2
50	0
49	1
19	0
21	0
23	0
25	9
26	0
29	0
31	0
32	1
33	0
36	97
39	1
41	0
44	2
46	0
48	7
