id	rate
04	3
05	0
06	216
08	7
09	7
11	139
13	8
15	18
17	45
18	1
22	4
27	1
28	0
30	0
35	8
38	0
40	1
42	11
47	0
51	46
72	3
10	0
54	0
55	0
56	0
01	0
02	0
12	23
16	4
20	0
24	35
34	29
37	0
45	0
53	7
50	0
49	2
19	0
21	0
23	0
25	127
26	0
29	0
31	0
32	6
33	0
36	401
39	1
41	9
44	7
46	0
48	23
