id	rate
04	68
05	6
06	3640
08	215
09	36
11	440
13	98
15	473
17	467
18	57
22	112
27	53
28	7
30	19
35	43
38	0
40	4
42	150
47	34
51	143
72	195
10	6
54	0
55	32
56	5
01	7
02	14
12	1027
16	22
20	4
24	89
34	271
37	79
45	35
53	237
50	31
49	84
19	14
21	11
23	31
25	537
26	44
29	30
31	4
32	92
33	12
36	6211
39	34
41	157
44	31
46	2
48	400
