id	rate
04	0
05	0
06	15
08	4
09	0
11	7
13	0
15	0
17	4
18	0
22	1
27	1
28	0
30	0
35	3
38	0
40	0
42	0
47	0
51	4
72	0
10	0
54	0
55	0
56	0
01	0
02	0
12	1
16	4
20	0
24	1
34	1
37	0
45	0
53	1
50	0
49	0
19	0
21	0
23	0
25	1
26	0
29	0
31	0
32	0
33	0
36	37
39	0
41	0
44	2
46	0
48	5
