id	rate
04	170
05	17
06	7312
08	515
09	67
11	845
13	213
15	757
17	1030
18	70
22	394
27	91
28	13
30	30
35	70
38	0
40	12
42	318
47	107
51	244
72	310
10	10
54	4
55	62
56	13
01	16
02	33
12	2243
16	43
20	7
24	186
34	567
37	215
45	84
53	478
50	76
49	156
19	21
21	27
23	61
25	1027
26	87
29	70
31	14
32	161
33	31
36	12097
39	76
41	339
44	66
46	3
48	1012
