id	rate
04	314
05	26
06	11571
08	1036
09	116
11	1328
13	345
15	1048
17	1734
18	98
22	537
27	137
28	29
30	52
35	101
38	2
40	18
42	506
47	183
51	419
72	441
10	15
54	9
55	116
56	28
01	37
02	48
12	3556
16	70
20	22
24	279
34	1050
37	335
45	134
53	709
50	129
49	269
19	43
21	49
23	123
25	1531
26	147
29	112
31	18
32	301
33	44
36	18541
39	131
41	507
44	99
46	3
48	1506
